# Chado database date: 2024-09-30 21:55
gene_systematic_id	gene_name	synonyms	gene_product
SPNCRNA.6692			non-coding RNA
SPNCRNA.6693			non-coding RNA
SPNCRNA.6694			non-coding RNA
SPNCRNA.6695			non-coding RNA
SPNCRNA.6696			non-coding RNA
SPNCRNA.6697			non-coding RNA
SPNCRNA.6698			non-coding RNA
SPNCRNA.6699			non-coding RNA
SPNCRNA.67		SPNCRNA.1196,prl67	non-coding RNA
SPNCRNA.670			non-coding RNA, possible alternative UTR
SPNCRNA.6700			non-coding RNA
SPNCRNA.6701			non-coding RNA
SPNCRNA.6702			non-coding RNA
SPNCRNA.6703			non-coding RNA
SPNCRNA.6704			non-coding RNA
SPNCRNA.6705			non-coding RNA
SPNCRNA.6706			non-coding RNA
SPNCRNA.6707			non-coding RNA
SPNCRNA.6708			non-coding RNA
SPNCRNA.6709			non-coding RNA
SPNCRNA.671			non-coding RNA
SPNCRNA.6710			non-coding RNA
SPNCRNA.6711			non-coding RNA
SPNCRNA.6712			non-coding RNA
SPNCRNA.6713			non-coding RNA
SPNCRNA.6714			non-coding RNA
SPNCRNA.6715			non-coding RNA
SPNCRNA.6716			non-coding RNA
SPNCRNA.6717			non-coding RNA
SPNCRNA.6718			non-coding RNA
SPNCRNA.6719			non-coding RNA
SPNCRNA.672			non-coding RNA
SPNCRNA.6720			non-coding RNA
SPNCRNA.6721			non-coding RNA
SPNCRNA.6722			non-coding RNA
SPNCRNA.6723			non-coding RNA
SPNCRNA.6724			non-coding RNA
SPNCRNA.6725			non-coding RNA
SPNCRNA.6726			non-coding RNA
SPNCRNA.6727			non-coding RNA
SPNCRNA.6728			non-coding RNA
SPNCRNA.6729			non-coding RNA
SPNCRNA.673			non-coding RNA
SPNCRNA.6730			non-coding RNA
SPNCRNA.6731			non-coding RNA
SPNCRNA.6732			non-coding RNA
SPNCRNA.6733			non-coding RNA
SPNCRNA.6734			non-coding RNA
SPNCRNA.6735			non-coding RNA
SPNCRNA.6736			non-coding RNA
SPNCRNA.6737			non-coding RNA
SPNCRNA.6738			non-coding RNA
SPNCRNA.6739			non-coding RNA
SPNCRNA.674			non-coding RNA
SPNCRNA.6740			non-coding RNA
SPNCRNA.6741			non-coding RNA
SPNCRNA.6742			non-coding RNA
SPNCRNA.6743			non-coding RNA
SPNCRNA.6744			non-coding RNA
SPNCRNA.6745			non-coding RNA
SPNCRNA.6746			non-coding RNA
SPNCRNA.6747			non-coding RNA
SPNCRNA.6748			non-coding RNA
SPNCRNA.6749			non-coding RNA
SPNCRNA.675			non-coding RNA
SPNCRNA.6750			non-coding RNA
SPNCRNA.6751			non-coding RNA
SPNCRNA.6752			non-coding RNA
SPNCRNA.6753			non-coding RNA
SPNCRNA.6754			non-coding RNA
SPNCRNA.6755			non-coding RNA
SPNCRNA.6756			non-coding RNA
SPNCRNA.6757			non-coding RNA
SPNCRNA.6758			non-coding RNA
SPNCRNA.6759			non-coding RNA
SPNCRNA.676			non-coding RNA
SPNCRNA.6760			non-coding RNA
SPNCRNA.6761			non-coding RNA
SPNCRNA.6762			non-coding RNA
SPNCRNA.6763			non-coding RNA
SPNCRNA.6764			non-coding RNA
SPNCRNA.6765			non-coding RNA
SPNCRNA.6766			non-coding RNA
SPNCRNA.6767			non-coding RNA
SPNCRNA.6768			non-coding RNA
SPNCRNA.6769			non-coding RNA
SPNCRNA.677			non-coding RNA
SPNCRNA.6770			non-coding RNA
SPNCRNA.6771			non-coding RNA
SPNCRNA.6772			non-coding RNA
SPNCRNA.6773			non-coding RNA
SPNCRNA.6774			non-coding RNA
SPNCRNA.6775			non-coding RNA
SPNCRNA.6776			non-coding RNA
SPNCRNA.6777			non-coding RNA
SPNCRNA.6778			non-coding RNA
SPNCRNA.6779			non-coding RNA
SPNCRNA.678			non-coding RNA
SPNCRNA.6780			non-coding RNA
SPNCRNA.6781			non-coding RNA
SPNCRNA.6782			non-coding RNA
SPNCRNA.6783			non-coding RNA
SPNCRNA.6784			non-coding RNA
SPNCRNA.6785			non-coding RNA
SPNCRNA.6786			non-coding RNA
SPNCRNA.6787			non-coding RNA
SPNCRNA.6788			non-coding RNA
SPNCRNA.6789			non-coding RNA
SPNCRNA.679			non-coding RNA
SPNCRNA.6790			non-coding RNA
SPNCRNA.6791			non-coding RNA
SPNCRNA.6792			non-coding RNA
SPNCRNA.6793			non-coding RNA
SPNCRNA.6794			non-coding RNA
SPNCRNA.6795			non-coding RNA
SPNCRNA.6796			non-coding RNA
SPNCRNA.6797			non-coding RNA
SPNCRNA.6798			non-coding RNA
SPNCRNA.6799			non-coding RNA
SPNCRNA.68	prl68		non-coding RNA, poly(A)-bearing
SPNCRNA.680			non-coding RNA, possible alternative UTR
SPNCRNA.6800			non-coding RNA
SPNCRNA.6801			non-coding RNA
SPNCRNA.6802			non-coding RNA
SPNCRNA.6803			non-coding RNA
SPNCRNA.6804			non-coding RNA
SPNCRNA.6805			non-coding RNA
SPNCRNA.6806			non-coding RNA
SPNCRNA.6807			non-coding RNA
SPNCRNA.6808			non-coding RNA
SPNCRNA.6809			non-coding RNA
SPNCRNA.6810			non-coding RNA
SPNCRNA.6811			non-coding RNA
SPNCRNA.6812			non-coding RNA
SPNCRNA.6813			non-coding RNA
SPNCRNA.6814			non-coding RNA
SPNCRNA.6815			non-coding RNA
SPNCRNA.6816			non-coding RNA
SPNCRNA.6817			non-coding RNA
SPNCRNA.6818			non-coding RNA
SPNCRNA.6819			non-coding RNA
SPNCRNA.682			non-coding RNA
SPNCRNA.6820			non-coding RNA
SPNCRNA.6821			non-coding RNA
SPNCRNA.6822			non-coding RNA
SPNCRNA.6823			non-coding RNA
SPNCRNA.6824			non-coding RNA
SPNCRNA.6825			non-coding RNA
SPNCRNA.6826			non-coding RNA
SPNCRNA.6827			non-coding RNA
SPNCRNA.6828			non-coding RNA
SPNCRNA.6829			non-coding RNA
SPNCRNA.683			non-coding RNA
SPNCRNA.6830			non-coding RNA
SPNCRNA.6831			non-coding RNA
SPNCRNA.6832			non-coding RNA
SPNCRNA.6833			non-coding RNA
SPNCRNA.6834			non-coding RNA
SPNCRNA.6835			non-coding RNA
SPNCRNA.6836			non-coding RNA
SPNCRNA.6837			non-coding RNA
SPNCRNA.6838			non-coding RNA
SPNCRNA.6839			non-coding RNA
SPNCRNA.684			non-coding RNA
SPNCRNA.6840			non-coding RNA
SPNCRNA.6841			non-coding RNA
SPNCRNA.6842			non-coding RNA
SPNCRNA.6843			non-coding RNA
SPNCRNA.6844			non-coding RNA
SPNCRNA.6845			non-coding RNA
SPNCRNA.6846			non-coding RNA
SPNCRNA.6847			non-coding RNA
SPNCRNA.6848			non-coding RNA
SPNCRNA.6849			non-coding RNA
SPNCRNA.685			non-coding RNA
SPNCRNA.6850			non-coding RNA
SPNCRNA.6851			non-coding RNA
SPNCRNA.6852			non-coding RNA
SPNCRNA.6853			non-coding RNA
SPNCRNA.6854			non-coding RNA
SPNCRNA.6855			non-coding RNA
SPNCRNA.6856			non-coding RNA
SPNCRNA.6857			non-coding RNA
SPNCRNA.6858			non-coding RNA
SPNCRNA.6859			non-coding RNA
SPNCRNA.686			non-coding RNA
SPNCRNA.6860			non-coding RNA
SPNCRNA.6861			non-coding RNA
SPNCRNA.6862			non-coding RNA
SPNCRNA.6863			non-coding RNA
SPNCRNA.6864			non-coding RNA
SPNCRNA.6865			non-coding RNA
SPNCRNA.6866			non-coding RNA
SPNCRNA.6867			non-coding RNA
SPNCRNA.6868			non-coding RNA
SPNCRNA.6869			non-coding RNA
SPNCRNA.687			non-coding RNA
SPNCRNA.6870			non-coding RNA
SPNCRNA.6871			non-coding RNA
SPNCRNA.6872			non-coding RNA
SPNCRNA.6873			non-coding RNA
SPNCRNA.6874			non-coding RNA
SPNCRNA.6875			non-coding RNA
SPNCRNA.6876			non-coding RNA
SPNCRNA.6877			non-coding RNA
SPNCRNA.6878			non-coding RNA
SPNCRNA.6879			non-coding RNA
SPNCRNA.688			non-coding RNA, possible alternative UTR
SPNCRNA.6880			non-coding RNA
SPNCRNA.6881			non-coding RNA
SPNCRNA.6882			non-coding RNA
SPNCRNA.6883			non-coding RNA
SPNCRNA.6884			non-coding RNA
SPNCRNA.6885			non-coding RNA
SPNCRNA.6886			non-coding RNA
SPNCRNA.6887			non-coding RNA
SPNCRNA.6888			non-coding RNA
SPNCRNA.6889			non-coding RNA
SPNCRNA.689			non-coding RNA
SPNCRNA.6890			non-coding RNA
SPNCRNA.6891			non-coding RNA
SPNCRNA.6892			non-coding RNA
SPNCRNA.6893			non-coding RNA
SPNCRNA.6894			non-coding RNA
SPNCRNA.6895			non-coding RNA
SPNCRNA.6896			non-coding RNA
SPNCRNA.6897			non-coding RNA
SPNCRNA.6898			non-coding RNA
SPNCRNA.6899			non-coding RNA
SPNCRNA.69	tos1	rec7-antisense-3	non-coding RNA
SPNCRNA.690			non-coding RNA
SPNCRNA.6900			non-coding RNA
SPNCRNA.6901			non-coding RNA
SPNCRNA.6902			non-coding RNA
SPNCRNA.6903			non-coding RNA
SPNCRNA.6904			non-coding RNA
SPNCRNA.6905			non-coding RNA
SPNCRNA.6906			non-coding RNA
SPNCRNA.6907			non-coding RNA
SPNCRNA.6908			non-coding RNA
SPNCRNA.6909			non-coding RNA
SPNCRNA.691			non-coding RNA
SPNCRNA.6910			non-coding RNA
SPNCRNA.6911			non-coding RNA
SPNCRNA.6912			non-coding RNA
SPNCRNA.6913			non-coding RNA
SPNCRNA.6914			non-coding RNA
SPNCRNA.6915			non-coding RNA
SPNCRNA.6916			non-coding RNA
SPNCRNA.6917			non-coding RNA
SPNCRNA.6918			non-coding RNA
SPNCRNA.6919			non-coding RNA
SPNCRNA.692			non-coding RNA
SPNCRNA.6920			non-coding RNA
SPNCRNA.6921			non-coding RNA
SPNCRNA.6922			non-coding RNA
SPNCRNA.6923			non-coding RNA
SPNCRNA.6924			non-coding RNA
SPNCRNA.6925			non-coding RNA
SPNCRNA.6926			non-coding RNA
SPNCRNA.6927			non-coding RNA
SPNCRNA.6928			non-coding RNA
SPNCRNA.6929			non-coding RNA
SPNCRNA.693			non-coding RNA, possible alternative UTR
SPNCRNA.6930			non-coding RNA
SPNCRNA.6931			non-coding RNA
SPNCRNA.6932			non-coding RNA
SPNCRNA.6933			non-coding RNA
SPNCRNA.6934			non-coding RNA
SPNCRNA.6935			non-coding RNA
SPNCRNA.6936			non-coding RNA
SPNCRNA.6937			non-coding RNA
SPNCRNA.6938			non-coding RNA
SPNCRNA.6939			non-coding RNA
SPNCRNA.694			non-coding RNA
SPNCRNA.6940			non-coding RNA
SPNCRNA.6941			non-coding RNA
SPNCRNA.6942			non-coding RNA
SPNCRNA.6943			non-coding RNA
SPNCRNA.6944			non-coding RNA
SPNCRNA.6945			non-coding RNA
SPNCRNA.6946			non-coding RNA
SPNCRNA.6947			non-coding RNA
SPNCRNA.6948			non-coding RNA
SPNCRNA.6949			non-coding RNA
SPNCRNA.695			non-coding RNA
SPNCRNA.6950			non-coding RNA
SPNCRNA.6951			non-coding RNA
SPNCRNA.6952			non-coding RNA
SPNCRNA.6953			non-coding RNA
SPNCRNA.6954			non-coding RNA
SPNCRNA.6955			non-coding RNA
SPNCRNA.6956			non-coding RNA
SPNCRNA.6957			non-coding RNA
SPNCRNA.6958			non-coding RNA
SPNCRNA.6959			non-coding RNA
SPNCRNA.696			non-coding RNA
SPNCRNA.6960			non-coding RNA
SPNCRNA.6961			non-coding RNA
SPNCRNA.6962			non-coding RNA
SPNCRNA.6963			non-coding RNA
SPNCRNA.6964			non-coding RNA
SPNCRNA.6965			non-coding RNA
SPNCRNA.6966			non-coding RNA
SPNCRNA.6967			non-coding RNA
SPNCRNA.6968			non-coding RNA
SPNCRNA.6969			non-coding RNA
SPNCRNA.697			non-coding RNA
SPNCRNA.6970			non-coding RNA
SPNCRNA.6971			non-coding RNA
SPNCRNA.6972			non-coding RNA
SPNCRNA.6973			non-coding RNA
SPNCRNA.6974			non-coding RNA
SPNCRNA.6975			non-coding RNA
SPNCRNA.6976			non-coding RNA
SPNCRNA.6977			non-coding RNA
SPNCRNA.6978			non-coding RNA
SPNCRNA.6979			non-coding RNA
SPNCRNA.698			non-coding RNA, possible alternative UTR
SPNCRNA.6980			non-coding RNA
SPNCRNA.6981			non-coding RNA
SPNCRNA.6982			non-coding RNA
SPNCRNA.6983			non-coding RNA
SPNCRNA.6984			non-coding RNA
SPNCRNA.6985			non-coding RNA
SPNCRNA.6986			non-coding RNA
SPNCRNA.6987			non-coding RNA
SPNCRNA.6988			non-coding RNA
SPNCRNA.6989			non-coding RNA
SPNCRNA.699			non-coding RNA
SPNCRNA.6990			non-coding RNA
SPNCRNA.6991			non-coding RNA
SPNCRNA.6992			non-coding RNA
SPNCRNA.6993			non-coding RNA
SPNCRNA.6994			non-coding RNA
SPNCRNA.6995			non-coding RNA
SPNCRNA.6996			non-coding RNA
SPNCRNA.6997			non-coding RNA
SPNCRNA.6998			non-coding RNA
SPNCRNA.6999			non-coding RNA
SPNCRNA.70			non-coding RNA
SPNCRNA.700			non-coding RNA
SPNCRNA.7000			non-coding RNA
SPNCRNA.7001			non-coding RNA
SPNCRNA.7002			non-coding RNA
SPNCRNA.7003			non-coding RNA
SPNCRNA.7004			non-coding RNA
SPNCRNA.7005			non-coding RNA
SPNCRNA.7006			non-coding RNA
SPNCRNA.7007			non-coding RNA
SPNCRNA.7008			non-coding RNA
SPNCRNA.7009			non-coding RNA
SPNCRNA.701			non-coding RNA
SPNCRNA.7010			non-coding RNA
SPNCRNA.7011			non-coding RNA
SPNCRNA.7012			non-coding RNA
SPNCRNA.7013			non-coding RNA
SPNCRNA.7014			non-coding RNA
SPNCRNA.7015			non-coding RNA
SPNCRNA.7016			non-coding RNA
SPNCRNA.7017			non-coding RNA
SPNCRNA.7018			non-coding RNA
SPNCRNA.7019			non-coding RNA
SPNCRNA.702			non-coding RNA
SPNCRNA.7020			non-coding RNA
SPNCRNA.7021			non-coding RNA
SPNCRNA.7022			non-coding RNA
SPNCRNA.7023			non-coding RNA
SPNCRNA.7024			non-coding RNA
SPNCRNA.7025			non-coding RNA
SPNCRNA.7026			non-coding RNA
SPNCRNA.7027			non-coding RNA
SPNCRNA.7028			non-coding RNA
SPNCRNA.7029			non-coding RNA
SPNCRNA.703			non-coding RNA
SPNCRNA.7030			non-coding RNA
SPNCRNA.7031			non-coding RNA
SPNCRNA.7032			non-coding RNA
SPNCRNA.7033			non-coding RNA
SPNCRNA.7034			non-coding RNA
SPNCRNA.7035			non-coding RNA
SPNCRNA.7036			non-coding RNA
SPNCRNA.7037			non-coding RNA
SPNCRNA.7038			non-coding RNA
SPNCRNA.7039			non-coding RNA
SPNCRNA.704			non-coding RNA
SPNCRNA.7040			non-coding RNA
SPNCRNA.7041			non-coding RNA
SPNCRNA.7042			non-coding RNA
SPNCRNA.7043			non-coding RNA
SPNCRNA.7044			non-coding RNA
SPNCRNA.7045			non-coding RNA
SPNCRNA.7046			non-coding RNA
SPNCRNA.7047			non-coding RNA
SPNCRNA.7048			non-coding RNA
SPNCRNA.7049			non-coding RNA
SPNCRNA.705			non-coding RNA
SPNCRNA.7050			non-coding RNA
SPNCRNA.7051			non-coding RNA
SPNCRNA.7052			non-coding RNA
SPNCRNA.7053			non-coding RNA
SPNCRNA.7054			non-coding RNA
SPNCRNA.7055			non-coding RNA
SPNCRNA.7056			non-coding RNA
SPNCRNA.7057			non-coding RNA
SPNCRNA.7058			non-coding RNA
SPNCRNA.7059			non-coding RNA
SPNCRNA.706			non-coding RNA
SPNCRNA.7060			non-coding RNA
SPNCRNA.7061			non-coding RNA
SPNCRNA.7062			non-coding RNA
SPNCRNA.7063			non-coding RNA
SPNCRNA.7064			non-coding RNA
SPNCRNA.7065			non-coding RNA
SPNCRNA.7066			non-coding RNA
SPNCRNA.7067			non-coding RNA
SPNCRNA.7068			non-coding RNA
SPNCRNA.7069			non-coding RNA
SPNCRNA.707			non-coding RNA
SPNCRNA.7070			non-coding RNA
SPNCRNA.7071			non-coding RNA
SPNCRNA.7072			non-coding RNA
SPNCRNA.7073			non-coding RNA
SPNCRNA.7074			non-coding RNA
SPNCRNA.7075			non-coding RNA
SPNCRNA.7076			non-coding RNA
SPNCRNA.7077			non-coding RNA
SPNCRNA.7078			non-coding RNA
SPNCRNA.7079			non-coding RNA
SPNCRNA.708			non-coding RNA
SPNCRNA.7080			non-coding RNA
SPNCRNA.7081			non-coding RNA
SPNCRNA.7082			non-coding RNA
SPNCRNA.7083			non-coding RNA
SPNCRNA.7084			non-coding RNA
SPNCRNA.7085			non-coding RNA
SPNCRNA.7086			non-coding RNA
SPNCRNA.7087			non-coding RNA
SPNCRNA.7088			non-coding RNA
SPNCRNA.7089			non-coding RNA
SPNCRNA.709			non-coding RNA
SPNCRNA.7090			non-coding RNA
SPNCRNA.7091			non-coding RNA
SPNCRNA.7092			non-coding RNA
SPNCRNA.7093			non-coding RNA
SPNCRNA.7094			non-coding RNA
SPNCRNA.7095			non-coding RNA
SPNCRNA.7096			non-coding RNA
SPNCRNA.7097			non-coding RNA
SPNCRNA.7098			non-coding RNA
SPNCRNA.7099			non-coding RNA
SPNCRNA.71			small non-coding RNA, polyadenylated, expressed in meiosis, stationary phase and quiescence
SPNCRNA.710			non-coding RNA
SPNCRNA.7100			non-coding RNA
SPNCRNA.7101			non-coding RNA
SPNCRNA.7102			non-coding RNA
SPNCRNA.7103			non-coding RNA
SPNCRNA.7104			non-coding RNA
SPNCRNA.7105			non-coding RNA
SPNCRNA.7106			non-coding RNA
SPNCRNA.7107			non-coding RNA
SPNCRNA.7108			non-coding RNA
SPNCRNA.7109			non-coding RNA
SPNCRNA.711			non-coding RNA
SPNCRNA.7110			non-coding RNA
SPNCRNA.7111			non-coding RNA
SPNCRNA.7112			non-coding RNA
SPNCRNA.7113			non-coding RNA
SPNCRNA.7114			non-coding RNA
SPNCRNA.7115			non-coding RNA
SPNCRNA.7116			non-coding RNA
SPNCRNA.7118			non-coding RNA
SPNCRNA.7119			non-coding RNA
SPNCRNA.712			non-coding RNA
SPNCRNA.7120			non-coding RNA
SPNCRNA.7121			non-coding RNA
SPNCRNA.7122			non-coding RNA
SPNCRNA.7123			non-coding RNA
SPNCRNA.7124			non-coding RNA
SPNCRNA.7125			non-coding RNA
SPNCRNA.7126			non-coding RNA
SPNCRNA.7127			non-coding RNA
SPNCRNA.7128			non-coding RNA
SPNCRNA.7129			non-coding RNA
SPNCRNA.713			non-coding RNA
SPNCRNA.7130			non-coding RNA
SPNCRNA.7131			non-coding RNA
SPNCRNA.7132			non-coding RNA
SPNCRNA.7133			non-coding RNA
SPNCRNA.7134			non-coding RNA
SPNCRNA.7135			non-coding RNA
SPNCRNA.7136			non-coding RNA
SPNCRNA.7137			non-coding RNA
SPNCRNA.7138			non-coding RNA
SPNCRNA.7139			non-coding RNA
SPNCRNA.714			non-coding RNA
SPNCRNA.7140			non-coding RNA
SPNCRNA.7141			non-coding RNA
SPNCRNA.7142			non-coding RNA
SPNCRNA.7143			non-coding RNA
SPNCRNA.7144			non-coding RNA
SPNCRNA.7145			non-coding RNA
SPNCRNA.7146			non-coding RNA
SPNCRNA.7147			non-coding RNA
SPNCRNA.7148			non-coding RNA
SPNCRNA.7149			non-coding RNA
SPNCRNA.715			non-coding RNA
SPNCRNA.7150			non-coding RNA
SPNCRNA.7151			non-coding RNA
SPNCRNA.7152			non-coding RNA
SPNCRNA.7153			non-coding RNA
SPNCRNA.7154			non-coding RNA
SPNCRNA.7155			non-coding RNA
SPNCRNA.7156			non-coding RNA
SPNCRNA.7157			non-coding RNA
SPNCRNA.7158			non-coding RNA
SPNCRNA.7159			non-coding RNA
SPNCRNA.716			non-coding RNA
SPNCRNA.7160			non-coding RNA
SPNCRNA.7161			non-coding RNA
SPNCRNA.7162			non-coding RNA
SPNCRNA.7163			non-coding RNA
SPNCRNA.7164			non-coding RNA
SPNCRNA.7165			non-coding RNA
SPNCRNA.7166			non-coding RNA
SPNCRNA.7167			non-coding RNA
SPNCRNA.7168			non-coding RNA
SPNCRNA.7169			non-coding RNA
SPNCRNA.717			non-coding RNA
SPNCRNA.7170			non-coding RNA
SPNCRNA.7171			non-coding RNA
SPNCRNA.7172			non-coding RNA
SPNCRNA.7173			non-coding RNA
SPNCRNA.7174			non-coding RNA
SPNCRNA.7175			non-coding RNA
SPNCRNA.7176			non-coding RNA
SPNCRNA.7177			non-coding RNA
SPNCRNA.7178			non-coding RNA
SPNCRNA.7179			non-coding RNA
SPNCRNA.718			non-coding RNA
SPNCRNA.7180			non-coding RNA
SPNCRNA.7181			non-coding RNA
SPNCRNA.7182			centromere proximal lncRNA
SPNCRNA.7183			centromere proximal lncRNA
SPNCRNA.7184			centromere proximal lncRNA
SPNCRNA.7185			centromere proximal lncRNA
SPNCRNA.7186			centromeric lncRNA
SPNCRNA.7187			centromeric lncRNA
SPNCRNA.7188			centromeric lncRNA
SPNCRNA.7189			centromeric lncRNA
SPNCRNA.719			non-coding RNA, possible alternative UTR
SPNCRNA.7190			centromeric lncRNA
SPNCRNA.7191			centromeric lncRNA
SPNCRNA.7192			centromeric lncRNA
SPNCRNA.7193			centromeric lncRNA
SPNCRNA.7194			centromeric lncRNA
SPNCRNA.7195			centromeric lncRNA
SPNCRNA.7196			centromeric lncRNA
SPNCRNA.7197			centromeric lncRNA
SPNCRNA.7198			centromeric lncRNA
SPNCRNA.7199			centromeric lncRNA
SPNCRNA.720			non-coding RNA
SPNCRNA.7200			centromeric lncRNA
SPNCRNA.7201			centromeric lncRNA
SPNCRNA.7202			centromeric lncRNA
SPNCRNA.7203			centromeric lncRNA
SPNCRNA.7204			centromeric lncRNA
SPNCRNA.7205			centromeric lncRNA
SPNCRNA.7206			centromeric lncRNA
SPNCRNA.7207			centromeric lncRNA
SPNCRNA.7208			centromeric lncRNA
SPNCRNA.7209			centromeric lncRNA
SPNCRNA.721			non-coding RNA, possible alternative UTR
SPNCRNA.7210			centromeric lncRNA
SPNCRNA.7211			centromeric lncRNA
SPNCRNA.7212			centromeric lncRNA
SPNCRNA.7213			centromeric lncRNA
SPNCRNA.7214			centromeric lncRNA
SPNCRNA.7215			centromeric lncRNA
SPNCRNA.7216			centromeric lncRNA
SPNCRNA.7217			centromeric lncRNA
SPNCRNA.7218			centromeric lncRNA
SPNCRNA.7219			centromeric lncRNA
SPNCRNA.722			non-coding RNA
SPNCRNA.7220			centromeric lncRNA
SPNCRNA.7221			centromeric lncRNA
SPNCRNA.7222			centromeric lncRNA
SPNCRNA.7223			centromeric lncRNA
SPNCRNA.7224			centromeric lncRNA
SPNCRNA.7225			centromeric lncRNA
SPNCRNA.7226			centromeric lncRNA
SPNCRNA.7227			centromeric lncRNA
SPNCRNA.7228			centromeric lncRNA
SPNCRNA.7229			centromeric lncRNA
SPNCRNA.723			snoRNA primary transcript
SPNCRNA.7230			centromeric lncRNA
SPNCRNA.7231			centromeric lncRNA
SPNCRNA.7232			centromere proximal lncRNA
SPNCRNA.7233			centromere proximal lncRNA
SPNCRNA.7234			centromere proximal lncRNA
SPNCRNA.7235			centromere proximal lncRNA
SPNCRNA.7236			centromere proximal lncRNA
SPNCRNA.7237			centromere proximal lncRNA
SPNCRNA.7238			non-coding RNA
SPNCRNA.7239			non-coding RNA
SPNCRNA.724			non-coding RNA
SPNCRNA.7240			non-coding RNA
SPNCRNA.7241			non-coding RNA
SPNCRNA.7242			non-coding RNA
SPNCRNA.7243			non-coding RNA
SPNCRNA.7244			non-coding RNA
SPNCRNA.7245			non-coding RNA
SPNCRNA.7246			non-coding RNA
SPNCRNA.7247			non-coding RNA
SPNCRNA.7248			non-coding RNA
SPNCRNA.7249			non-coding RNA
SPNCRNA.725			non-coding RNA, possible alternative UTR
SPNCRNA.7250			non-coding RNA
SPNCRNA.7251			non-coding RNA
SPNCRNA.7252			non-coding RNA
SPNCRNA.7253			non-coding RNA
SPNCRNA.7254			non-coding RNA
SPNCRNA.7255			non-coding RNA
SPNCRNA.7256			non-coding RNA
SPNCRNA.7257			non-coding RNA
SPNCRNA.7258			non-coding RNA
SPNCRNA.7259			non-coding RNA
SPNCRNA.726			non-coding RNA
SPNCRNA.7260			non-coding RNA
SPNCRNA.7261			non-coding RNA
SPNCRNA.7262			non-coding RNA
SPNCRNA.7263			non-coding RNA
SPNCRNA.7264			non-coding RNA
SPNCRNA.7265			non-coding RNA
SPNCRNA.7266			non-coding RNA
SPNCRNA.7267			non-coding RNA
SPNCRNA.7268			non-coding RNA
SPNCRNA.7269			non-coding RNA
SPNCRNA.7270			non-coding RNA
SPNCRNA.7271			non-coding RNA
SPNCRNA.7272			non-coding RNA
SPNCRNA.7273			non-coding RNA
SPNCRNA.7274			non-coding RNA
SPNCRNA.7275			non-coding RNA
SPNCRNA.7276			non-coding RNA
SPNCRNA.7277			non-coding RNA
SPNCRNA.7278			non-coding RNA
SPNCRNA.7279			non-coding RNA
SPNCRNA.728			non-coding RNA
SPNCRNA.7280			non-coding RNA
SPNCRNA.7281			non-coding RNA
SPNCRNA.7282			non-coding RNA
SPNCRNA.7283			non-coding RNA
SPNCRNA.7284			non-coding RNA
SPNCRNA.7285			non-coding RNA
SPNCRNA.7286			non-coding RNA
SPNCRNA.7287			non-coding RNA
SPNCRNA.7288			non-coding RNA
SPNCRNA.7289			non-coding RNA
SPNCRNA.7290			non-coding RNA
SPNCRNA.7291			non-coding RNA
SPNCRNA.7292			non-coding RNA
SPNCRNA.7293			non-coding RNA
SPNCRNA.7294			non-coding RNA
SPNCRNA.7295			non-coding RNA
SPNCRNA.7296			non-coding RNA
SPNCRNA.7297			non-coding RNA
SPNCRNA.7298			non-coding RNA
SPNCRNA.7299			non-coding RNA
SPNCRNA.730			non-coding RNA
SPNCRNA.7300			non-coding RNA
SPNCRNA.7301			non-coding RNA
SPNCRNA.7302			non-coding RNA
SPNCRNA.7303			non-coding RNA
SPNCRNA.7304			non-coding RNA
SPNCRNA.7305			non-coding RNA
SPNCRNA.7306			non-coding RNA
SPNCRNA.7307			non-coding RNA
SPNCRNA.7308			non-coding RNA
SPNCRNA.7309			non-coding RNA
SPNCRNA.731			non-coding RNA
SPNCRNA.7310			non-coding RNA
SPNCRNA.7311			non-coding RNA
SPNCRNA.7312			non-coding RNA
SPNCRNA.7313			non-coding RNA
SPNCRNA.7314			non-coding RNA
SPNCRNA.7315			non-coding RNA
SPNCRNA.7316			non-coding RNA
SPNCRNA.7317			non-coding RNA
SPNCRNA.7318			non-coding RNA
SPNCRNA.7319			non-coding RNA
SPNCRNA.732			non-coding RNA, possible alternative UTR
SPNCRNA.7320			non-coding RNA
SPNCRNA.7321			non-coding RNA
SPNCRNA.7322			non-coding RNA
SPNCRNA.7323			non-coding RNA
SPNCRNA.7324			non-coding RNA
SPNCRNA.7325			non-coding RNA
SPNCRNA.7326			non-coding RNA
SPNCRNA.7327			non-coding RNA
SPNCRNA.7328			non-coding RNA
SPNCRNA.7329			non-coding RNA
SPNCRNA.733			non-coding RNA
SPNCRNA.7330			non-coding RNA
SPNCRNA.7331			non-coding RNA
SPNCRNA.7332			non-coding RNA
SPNCRNA.7333			non-coding RNA
SPNCRNA.7334			non-coding RNA
SPNCRNA.7335			non-coding RNA
SPNCRNA.7336			non-coding RNA
SPNCRNA.7337			non-coding RNA
SPNCRNA.7338			non-coding RNA
SPNCRNA.7339			non-coding RNA
SPNCRNA.734			non-coding RNA
SPNCRNA.7340			non-coding RNA
SPNCRNA.7341			non-coding RNA
SPNCRNA.7342			non-coding RNA
SPNCRNA.7343			non-coding RNA
SPNCRNA.7344			non-coding RNA
SPNCRNA.7345			non-coding RNA
SPNCRNA.7346			non-coding RNA
SPNCRNA.7347			non-coding RNA
SPNCRNA.7348			non-coding RNA
